"VEN_DEV_SUBSYS";"VEN";"VEN_name";"DEV";"DEV_name";"SUBSYS";"SUBSYS_name"
"VEN_1000&DEV_0014&SUBSYS_1FD41028";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"1FD41028";"PERC H745P MX"
"VEN_1000&DEV_0014&SUBSYS_020E1137";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"020E1137";"UCSC-RAID-M5 12G Modular RAID Controller"
"VEN_1000&DEV_0014&SUBSYS_06021D49";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"06021D49";"ThinkSystem RAID 930-16i 4GB Flash PCIe 12Gb Adapter"
"VEN_1000&DEV_0014&SUBSYS_06041D49";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"06041D49";"ThinkSystem RAID 930-8e 4GB Flash PCIe 12Gb Adapter"
"VEN_1000&DEV_0014&SUBSYS_06071D49";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"06071D49";"ThinkSystem RAID 930-16i 8GB Flash PCIe 12Gb Adapter"
"VEN_1000&DEV_0014&SUBSYS_352D8086";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"352D8086";"Integrated RAID Module RMSP3AD160F"
"VEN_1000&DEV_0014&SUBSYS_94608086";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"94608086";"RAID Controller RSP3TD160F"
"VEN_1000&DEV_0014&SUBSYS_94808086";"1000";"Broadcom / LSI";"0014";"MegaRAID Tri-Mode SAS3516";"94808086";"RAID Controller RSP3MD088F"
"VEN_1000&DEV_0015";"1000";"Broadcom / LSI";"0015";"MegaRAID Tri-Mode SAS3416";"";""
"VEN_1000&DEV_0015&SUBSYS_94411000";"1000";"Broadcom / LSI";"0015";"MegaRAID Tri-Mode SAS3416";"94411000";"MegaRAID 9440-16i"
"VEN_1000&DEV_0015&SUBSYS_1F3C1028";"1000";"Broadcom / LSI";"0015";"MegaRAID Tri-Mode SAS3416";"1F3C1028";"PERC H345 Adapter"
"VEN_1000&DEV_0015&SUBSYS_1F3D1028";"1000";"Broadcom / LSI";"0015";"MegaRAID Tri-Mode SAS3416";"1F3D1028";"PERC H345 Front"
"VEN_1000&DEV_0015&SUBSYS_05031D49";"1000";"Broadcom / LSI";"0015";"MegaRAID Tri-Mode SAS3416";"05031D49";"ThinkSystem RAID 530-16i PCIe 12Gb Adapter"
"VEN_1000&DEV_0016";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"";""
"VEN_1000&DEV_0016&SUBSYS_94611000";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"94611000";"MegaRAID 9460-8i"
"VEN_1000&DEV_0016&SUBSYS_94621000";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"94621000";"MegaRAID 9460-4i"
"VEN_1000&DEV_0016&SUBSYS_94631000";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"94631000";"MegaRAID 9365-28i"
"VEN_1000&DEV_0016&SUBSYS_94641000";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"94641000";"MegaRAID 9365-24i"
"VEN_1000&DEV_0016&SUBSYS_1FC91028";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"1FC91028";"PERC H840 Adapter"
"VEN_1000&DEV_0016&SUBSYS_1FCB1028";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"1FCB1028";"PERC H740P Adapter"
"VEN_1000&DEV_0016&SUBSYS_1FCD1028";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"1FCD1028";"PERC H740P Mini"
"VEN_1000&DEV_0016&SUBSYS_1FCF1028";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"1FCF1028";"PERC H740P Mini"
"VEN_1000&DEV_0016&SUBSYS_06011D49";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"06011D49";"ThinkSystem RAID 930-8i 2GB Flash PCIe 12Gb Adapter"
"VEN_1000&DEV_0016&SUBSYS_06031D49";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"06031D49";"ThinkSystem RAID 930-24i 4GB Flash PCIe 12Gb Adapter"
"VEN_1000&DEV_0016&SUBSYS_352E8086";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"352E8086";"Integrated RAID Module RMSP3CD080F"
"VEN_1000&DEV_0016&SUBSYS_352F8086";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"352F8086";"Integrated RAID Module RMSP3HD080E"
"VEN_1000&DEV_0016&SUBSYS_94618086";"1000";"Broadcom / LSI";"0016";"MegaRAID Tri-Mode SAS3508";"94618086";"RAID Controller RSP3DD080F"
"VEN_1000&DEV_0017";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"";""
"VEN_1000&DEV_0017&SUBSYS_94401000";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"94401000";"MegaRAID 9440-8i"
"VEN_1000&DEV_0017&SUBSYS_94421000";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"94421000";"MegaRAID 9440-4i"
"VEN_1000&DEV_0017&SUBSYS_05001D49";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"05001D49";"ThinkSystem RAID 530-8i PCIe 12Gb Adapter"
"VEN_1000&DEV_0017&SUBSYS_05021D49";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"05021D49";"ThinkSystem RAID 530-8i Dense Adapter"
"VEN_1000&DEV_0017&SUBSYS_35288086";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"35288086";"Integrated RAID RMSP3LD060"
"VEN_1000&DEV_0017&SUBSYS_35298086";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"35298086";"Integrated RAID RMSP3LD060"
"VEN_1000&DEV_0017&SUBSYS_94418086";"1000";"Broadcom / LSI";"0017";"MegaRAID Tri-Mode SAS3408";"94418086";"RAID Controller RSP3WD080E"
"VEN_1000&DEV_001B";"1000";"Broadcom / LSI";"001B";"MegaRAID Tri-Mode SAS3504";"";""
"VEN_1000&DEV_001B&SUBSYS_06051D49";"1000";"Broadcom / LSI";"001B";"MegaRAID Tri-Mode SAS3504";"06051D49";"ThinkSystem RAID 930-4i 2GB Flash Flex Adapter"
"VEN_1000&DEV_001C";"1000";"Broadcom / LSI";"001C";"MegaRAID Tri-Mode SAS3404";"";""
"VEN_1000&DEV_001C&SUBSYS_05011D49";"1000";"Broadcom / LSI";"001C";"MegaRAID Tri-Mode SAS3404";"05011D49";"ThinkSystem RAID 530-4i Flex Adapter"
"VEN_1000&DEV_0020";"1000";"Broadcom / LSI";"0020";"53c1010 Ultra3 SCSI Adapter";"";""
"VEN_1000&DEV_0020&SUBSYS_10001000";"1000";"Broadcom / LSI";"0020";"53c1010 Ultra3 SCSI Adapter";"10001000";"LSI53C1010-33 PCI to Dual Channel Ultra160 SCSI Controller"
"VEN_1000&DEV_0020&SUBSYS_1040107B";"1000";"Broadcom / LSI";"0020";"53c1010 Ultra3 SCSI Adapter";"1040107B";"Server Onboard 53C1010-33"
"VEN_1000&DEV_0020&SUBSYS_10201DE1";"1000";"Broadcom / LSI";"0020";"53c1010 Ultra3 SCSI Adapter";"10201DE1";"DC-390U3W"
"VEN_1000&DEV_0021";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"";""
"VEN_1000&DEV_0021&SUBSYS_10001000";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"10001000";"LSI53C1000/1000R/1010R/1010-66 PCI to Ultra160 SCSI Controller"
"VEN_1000&DEV_0021&SUBSYS_10101000";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"10101000";"Asus TR-DLS onboard 53C1010-66"
"VEN_1000&DEV_0021&SUBSYS_1300103C";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"1300103C";"Ultra160 SCSI [AB306A]"
"VEN_1000&DEV_0021&SUBSYS_1310103C";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"1310103C";"Ultra160 SCSI [A9918A]"
"VEN_1000&DEV_0021&SUBSYS_1330103C";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"1330103C";"Ultra160 SCSI [A7059A]"
"VEN_1000&DEV_0021&SUBSYS_1340103C";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"1340103C";"Ultra160 SCSI [A7060A]"
"VEN_1000&DEV_0021&SUBSYS_1070124B";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"1070124B";"PMC-USCSI3"
"VEN_1000&DEV_0021&SUBSYS_10804C53";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"10804C53";"CT8 mainboard"
"VEN_1000&DEV_0021&SUBSYS_13004C53";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"13004C53";"P017 mezzanine (32-bit PMC)"
"VEN_1000&DEV_0021&SUBSYS_13104C53";"1000";"Broadcom / LSI";"0021";"53c1010 66MHz  Ultra3 SCSI Adapter";"13104C53";"P017 mezzanine (64-bit PMC)"
"VEN_1000&DEV_002F";"1000";"Broadcom / LSI";"002F";"MegaRAID SAS 2208 IOV [Thunderbolt]";"";""
"VEN_1000&DEV_002F&SUBSYS_1F391028";"1000";"Broadcom / LSI";"002F";"MegaRAID SAS 2208 IOV [Thunderbolt]";"1F391028";"SPERC8-e"
"VEN_1000&DEV_002F&SUBSYS_1F3E1028";"1000";"Broadcom / LSI";"002F";"MegaRAID SAS 2208 IOV [Thunderbolt]";"1F3E1028";"SPERC 8"
"VEN_1000&DEV_0030";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"";""
"VEN_1000&DEV_0030&SUBSYS_00DA0E11";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"00DA0E11";"ProLiant ML 350"
"VEN_1000&DEV_0030&SUBSYS_01231028";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"01231028";"LSI Logic 1020/1030"
"VEN_1000&DEV_0030&SUBSYS_014A1028";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"014A1028";"LSI Logic 1020/1030"
"VEN_1000&DEV_0030&SUBSYS_016C1028";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"016C1028";"PowerEdge 1850 MPT Fusion SCSI/RAID (Perc 4)"
"VEN_1000&DEV_0030&SUBSYS_01831028";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"01831028";"LSI Logic 1020/1030"
"VEN_1000&DEV_0030&SUBSYS_018A1028";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"018A1028";"PERC 4/IM"
"VEN_1000&DEV_0030&SUBSYS_10101028";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"10101028";"LSI U320 SCSI Controller"
"VEN_1000&DEV_0030&SUBSYS_12C5103C";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"12C5103C";"Ultra320 SCSI [A7173A]"
"VEN_1000&DEV_0030&SUBSYS_1323103C";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"1323103C";"Core I/O LAN/SCSI Combo [AB314A]"
"VEN_1000&DEV_0030&SUBSYS_3108103C";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"3108103C";"Single Channel Ultra320 SCSI HBA G2"
"VEN_1000&DEV_0030&SUBSYS_322A103C";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"322A103C";"SC11Xe Ultra320 Single Channel PCIe x4 SCSI Host Bus Adapter (412911-B21)"
"VEN_1000&DEV_0030&SUBSYS_1170124B";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"1170124B";"PMC-USCSI320"
"VEN_1000&DEV_0030&SUBSYS_197615AD";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"197615AD";"LSI Logic Parallel SCSI Controller"
"VEN_1000&DEV_0030&SUBSYS_10521734";"1000";"Broadcom / LSI";"0030";"53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI";"10521734";"PRIMERGY BX/RX/TX S2 series onboard SCSI(IME)"
"VEN_1000&DEV_0031";"1000";"Broadcom / LSI";"0031";"53c1030ZC PCI-X Fusion-MPT Dual Ultra320 SCSI";"";""
"VEN_1000&DEV_0032";"1000";"Broadcom / LSI";"0032";"53c1035 PCI-X Fusion-MPT Dual Ultra320 SCSI";"";""
"VEN_1000&DEV_0032&SUBSYS_10001000";"1000";"Broadcom / LSI";"0032";"53c1035 PCI-X Fusion-MPT Dual Ultra320 SCSI";"10001000";"LSI53C1020/1030 PCI-X to Ultra320 SCSI Controller"
"VEN_1000&DEV_0033";"1000";"Broadcom / LSI";"0033";"1030ZC_53c1035 PCI-X Fusion-MPT Dual Ultra320 SCSI";"";""
"VEN_1000&DEV_0040";"1000";"Broadcom / LSI";"0040";"53c1035 PCI-X Fusion-MPT Dual Ultra320 SCSI";"";""
"VEN_1000&DEV_0040&SUBSYS_00331000";"1000";"Broadcom / LSI";"0040";"53c1035 PCI-X Fusion-MPT Dual Ultra320 SCSI";"00331000";"MegaRAID SCSI 320-2XR"
"VEN_1000&DEV_0040&SUBSYS_00661000";"1000";"Broadcom / LSI";"0040";"53c1035 PCI-X Fusion-MPT Dual Ultra320 SCSI";"00661000";"MegaRAID SCSI 320-2XRWS"
"VEN_1000&DEV_0041";"1000";"Broadcom / LSI";"0041";"53C1035ZC PCI-X Fusion-MPT Dual Ultra320 SCSI";"";""
"VEN_1000&DEV_0050";"1000";"Broadcom / LSI";"0050";"SAS1064 PCI-X Fusion-MPT SAS";"";""
"VEN_1000&DEV_0050&SUBSYS_1F041028";"1000";"Broadcom / LSI";"0050";"SAS1064 PCI-X Fusion-MPT SAS";"1F041028";"SAS 5/E"
"VEN_1000&DEV_0050&SUBSYS_1F091028";"1000";"Broadcom / LSI";"0050";"SAS1064 PCI-X Fusion-MPT SAS";"1F091028";"SAS 5i/R"
"VEN_1000&DEV_0052";"1000";"Broadcom / LSI";"0052";"MegaRAID SAS-3 3216/3224 [Cutlass]";"";""
"VEN_1000&DEV_0053";"1000";"Broadcom / LSI";"0053";"MegaRAID SAS-3 3216/3224 [Cutlass]";"";""
"VEN_1000&DEV_0053&SUBSYS_93501000";"1000";"Broadcom / LSI";"0053";"MegaRAID SAS-3 3216/3224 [Cutlass]";"93501000";"MegaRAID SAS 9341-16i"
"VEN_1000&DEV_0053&SUBSYS_93511000";"1000";"Broadcom / LSI";"0053";"MegaRAID SAS-3 3216/3224 [Cutlass]";"93511000";"MegaRAID SAS 9341-24i"
"VEN_1000&DEV_0054";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"";""
"VEN_1000&DEV_0054&SUBSYS_1F041028";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"1F041028";"SAS 5/E Adapter Controller"
"VEN_1000&DEV_0054&SUBSYS_1F051028";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"1F051028";"SAS 5/i Adapter Controller"
"VEN_1000&DEV_0054&SUBSYS_1F061028";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"1F061028";"SAS 5/i Integrated Controller"
"VEN_1000&DEV_0054&SUBSYS_1F071028";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"1F071028";"SAS 5/iR Integrated RAID Controller"
"VEN_1000&DEV_0054&SUBSYS_1F081028";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"1F081028";"SAS 5/iR Integrated RAID Controller"
"VEN_1000&DEV_0054&SUBSYS_1F091028";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"1F091028";"SAS 5/iR Adapter RAID Controller"
"VEN_1000&DEV_0054&SUBSYS_197615AD";"1000";"Broadcom / LSI";"0054";"SAS1068 PCI-X Fusion-MPT SAS";"197615AD";"SAS Controller"
"VEN_1000&DEV_0055";"1000";"Broadcom / LSI";"0055";"SAS1068 PCI-X Fusion-MPT SAS";"";""
"VEN_1000&DEV_0055&SUBSYS_83361033";"1000";"Broadcom / LSI";"0055";"SAS1068 PCI-X Fusion-MPT SAS";"83361033";"SAS1068"
"VEN_1000&DEV_0056";"1000";"Broadcom / LSI";"0056";"SAS1064ET PCI-Express Fusion-MPT SAS";"";""
"VEN_1000&DEV_0056&SUBSYS_03BB1014";"1000";"Broadcom / LSI";"0056";"SAS1064ET PCI-Express Fusion-MPT SAS";"03BB1014";"ServeRAID BR10il SAS/SATA Controller v2"
"VEN_1000&DEV_0056&SUBSYS_34DC8086";"1000";"Broadcom / LSI";"0056";"SAS1064ET PCI-Express Fusion-MPT SAS";"34DC8086";"AXX4SASMOD RAID Controller"
"VEN_1000&DEV_0057";"1000";"Broadcom / LSI";"0057";"M1064E MegaRAID SAS";"";""
"VEN_1000&DEV_0057&SUBSYS_346C8086";"1000";"Broadcom / LSI";"0057";"M1064E MegaRAID SAS";"346C8086";"Embedded Software RAID Technology II (ESTRII)"
"VEN_1000&DEV_0058";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"";""
"VEN_1000&DEV_0058&SUBSYS_31401000";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"31401000";"SAS3081E-R 8-Port SAS/SATA Host Bus Adapter"
"VEN_1000&DEV_0058&SUBSYS_021D1028";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"021D1028";"SAS 6/iR Integrated Workstations RAID Controller"
"VEN_1000&DEV_0058&SUBSYS_1F0E1028";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"1F0E1028";"SAS 6/iR Adapter RAID Controller"
"VEN_1000&DEV_0058&SUBSYS_1F0F1028";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"1F0F1028";"SAS 6/iR Integrated Blades RAID Controller"
"VEN_1000&DEV_0058&SUBSYS_1F101028";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"1F101028";"SAS 6/iR Integrated RAID Controller"
"VEN_1000&DEV_0058&SUBSYS_3229103C";"1000";"Broadcom / LSI";"0058";"SAS1068E PCI-Express Fusion-MPT SAS";"3229103C";"SC44Ge Host Bus Adapter"
"VEN_1000&DEV_0059";"1000";"Broadcom / LSI";"0059";"MegaRAID SAS 8208ELP/8208ELP";"";""
"VEN_1000&DEV_005A";"1000";"Broadcom / LSI";"005A";"SAS1066E PCI-Express Fusion-MPT SAS";"";""
"VEN_1000&DEV_005B";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"";""
"VEN_1000&DEV_005B&SUBSYS_92651000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92651000";"MegaRAID SAS 9265-8i"
"VEN_1000&DEV_005B&SUBSYS_92661000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92661000";"MegaRAID SAS 9266-8i"
"VEN_1000&DEV_005B&SUBSYS_92671000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92671000";"MegaRAID SAS 9267-8i"
"VEN_1000&DEV_005B&SUBSYS_92681000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92681000";"MegaRAID SAS 9265CV-8i / 9270CV-8i"
"VEN_1000&DEV_005B&SUBSYS_92691000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92691000";"MegaRAID SAS 9266-4i"
"VEN_1000&DEV_005B&SUBSYS_92701000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92701000";"MegaRAID SAS 9270-8i"
"VEN_1000&DEV_005B&SUBSYS_92711000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92711000";"MegaRAID SAS 9271-8i"
"VEN_1000&DEV_005B&SUBSYS_92721000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92721000";"MegaRAID SAS 9272-8i"
"VEN_1000&DEV_005B&SUBSYS_92731000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92731000";"MegaRAID SAS 9270CV-8i"
"VEN_1000&DEV_005B&SUBSYS_92741000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92741000";"MegaRAID SAS 9270-4i"
"VEN_1000&DEV_005B&SUBSYS_92751000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92751000";"MegaRAID SAS 9271-8iCC"
"VEN_1000&DEV_005B&SUBSYS_92761000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92761000";"MegaRAID SAS 9271-4i"
"VEN_1000&DEV_005B&SUBSYS_92851000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92851000";"MegaRAID SAS 9285-8e"
"VEN_1000&DEV_005B&SUBSYS_92881000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92881000";"MegaRAID SAS 9285CV-8e"
"VEN_1000&DEV_005B&SUBSYS_92901000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92901000";"MegaRAID SAS 9286-8e"
"VEN_1000&DEV_005B&SUBSYS_92911000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92911000";"MegaRAID SAS 9286CV-8e"
"VEN_1000&DEV_005B&SUBSYS_92951000";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92951000";"MegaRAID SAS 9286CV-8eCC"
"VEN_1000&DEV_005B&SUBSYS_040B1014";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"040B1014";"ServeRAID M5110 SAS/SATA Controller"
"VEN_1000&DEV_005B&SUBSYS_040C1014";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"040C1014";"ServeRAID M5120 SAS/SATA Controller"
"VEN_1000&DEV_005B&SUBSYS_04121014";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"04121014";"ServeRAID M5110e SAS/SATA Controller"
"VEN_1000&DEV_005B&SUBSYS_1F2D1028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F2D1028";"PERC H810 Adapter"
"VEN_1000&DEV_005B&SUBSYS_1F301028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F301028";"PERC H710 Embedded"
"VEN_1000&DEV_005B&SUBSYS_1F311028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F311028";"PERC H710P Adapter"
"VEN_1000&DEV_005B&SUBSYS_1F331028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F331028";"PERC H710P Mini (for blades)"
"VEN_1000&DEV_005B&SUBSYS_1F341028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F341028";"PERC H710P Mini (for monolithics)"
"VEN_1000&DEV_005B&SUBSYS_1F351028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F351028";"PERC H710 Adapter"
"VEN_1000&DEV_005B&SUBSYS_1F371028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F371028";"PERC H710 Mini (for blades)"
"VEN_1000&DEV_005B&SUBSYS_1F381028";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"1F381028";"PERC H710 Mini (for monolithics)"
"VEN_1000&DEV_005B&SUBSYS_069015D9";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"069015D9";"LSI MegaRAID ROMB"
"VEN_1000&DEV_005B&SUBSYS_35108086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"35108086";"RMS25PB080 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_35118086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"35118086";"RMS25PB040 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_35128086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"35128086";"RMT3PB080 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_35138086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"35138086";"Integrated RAID Module RMS25CB080"
"VEN_1000&DEV_005B&SUBSYS_35148086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"35148086";"RMS25CB040 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_351C8086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"351C8086";"RMS25PB080N RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_351D8086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"351D8086";"RMS25CB080N RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_92658086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92658086";"RS25DB080 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_92688086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92688086";"RS25AB080 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_92858086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92858086";"RS25NB008 RAID Controller"
"VEN_1000&DEV_005B&SUBSYS_92888086";"1000";"Broadcom / LSI";"005B";"MegaRAID SAS 2208 [Thunderbolt]";"92888086";"RS25SB008 RAID Controller"
"VEN_1000&DEV_005C";"1000";"Broadcom / LSI";"005C";"SAS1064A PCI-X Fusion-MPT SAS";"";""
"VEN_1000&DEV_005D";"1000";"Broadcom / LSI";"005D";"MegaRAID SAS-3 3108 [Invader]";"";""
"VEN_1000&DEV_005D&SUBSYS_93611000";"1000";"Broadcom / LSI";"005D";"MegaRAID SAS-3 3108 [Invader]";"93611000";"MegaRAID SAS 9361-8i"
